INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
2102,1,5818,0,44,0,11,33056.00,No,171068.00,z_No,M,Bachelors,Clerical,51,Private,19120.00,3,Minivan,no,0.00,0,Yes,0,1,Highly Urban/ Urban
2103,1,4369,0,52,0,13,36332.00,No,0.00,z_No,M,z_High School,z_Blue Collar,42,Commercial,27710.00,1,Panel Truck,yes,0.00,0,Yes,6,1,Highly Urban/ Urban
2104,0,0,2,44,2,0,0.00,No,0.00,Yes,M,<High School,Student,16,Private,13240.00,4,Minivan,yes,0.00,0,No,0,6,Highly Urban/ Urban
2105,0,0,0,55,0,10,41455.00,No,0.00,z_No,z_F,z_High School,z_Blue Collar,24,Commercial,18080.00,9,z_SUV,no,0.00,0,No,0,8,z_Highly Rural/ Rural
2106,1,1691,0,47,0,10,38027.00,No,0.00,z_No,M,z_High School,Professional,40,Commercial,6300.00,7,Pickup,yes,34506.00,3,Yes,5,1,Highly Urban/ Urban
2107,1,13491.45602,0,35,2,0,0.00,No,0.00,Yes,z_F,Bachelors,Student,5,Commercial,8920.00,6,z_SUV,no,6031.00,2,No,3,5,Highly Urban/ Urban
2108,1,3274,0,30,4,0,0.00,Yes,,z_No,M,Bachelors,Student,32,Commercial,5080.00,7,Pickup,yes,7784.00,1,No,2,6,Highly Urban/ Urban
2110,0,0,0,52,0,6,86498.00,No,287091.00,Yes,z_F,Bachelors,Professional,49,Commercial,17360.00,1,Pickup,no,0.00,0,No,2,14,Highly Urban/ Urban
2111,1,39687.38342,0,37,0,11,23338.00,No,152954.00,Yes,z_F,<High School,z_Blue Collar,24,Private,7530.00,7,Sports Car,no,6566.00,2,No,0,5,Highly Urban/ Urban
2112,0,0,0,59,0,14,107938.00,No,298176.00,Yes,z_F,Bachelors,Professional,22,Private,18550.00,6,z_SUV,no,0.00,0,No,0,4,Highly Urban/ Urban
2113,1,3559,0,32,1,12,13847.00,No,129852.00,Yes,z_F,z_High School,Clerical,44,Private,6080.00,6,z_SUV,no,2321.00,3,No,0,10,Highly Urban/ Urban
2114,1,7123,0,35,3,15,25647.00,No,155005.00,Yes,M,z_High School,Clerical,36,Private,10710.00,1,Pickup,yes,0.00,0,No,2,6,Highly Urban/ Urban
2115,0,0,0,33,3,16,9002.00,No,0.00,Yes,z_F,<High School,Student,19,Commercial,4700.00,13,z_SUV,no,0.00,0,No,1,1,Highly Urban/ Urban
2116,0,0,0,45,0,14,4430.00,No,88615.00,Yes,z_F,z_High School,Home Maker,45,Private,6440.00,7,z_SUV,no,0.00,0,No,1,10,z_Highly Rural/ Rural
2117,0,0,0,54,0,11,66100.00,No,222183.00,Yes,z_F,z_High School,z_Blue Collar,37,Commercial,27270.00,1,z_SUV,no,5911.00,1,No,6,7,Highly Urban/ Urban
2118,1,32613.88277,0,63,0,13,74789.00,No,0.00,z_No,z_F,Masters,Lawyer,37,Private,15280.00,6,z_SUV,no,2487.00,1,No,8,19,Highly Urban/ Urban
2119,0,0,0,45,0,13,67803.00,No,206997.00,z_No,z_F,z_High School,Manager,12,Private,5330.00,1,z_SUV,no,3948.00,2,No,2,1,Highly Urban/ Urban
2120,1,7135,0,46,0,13,65075.00,No,0.00,z_No,z_F,Bachelors,Professional,33,Private,12610.00,1,z_SUV,no,5219.00,3,No,5,11,Highly Urban/ Urban
2121,1,6524.494674,2,56,2,0,0.00,Yes,129145.00,z_No,z_F,z_High School,Home Maker,42,Private,7100.00,1,z_SUV,no,0.00,0,No,6,9,Highly Urban/ Urban
2122,0,0,0,59,0,0,0.00,No,121656.00,Yes,z_F,PhD,Doctor,17,Private,9940.00,4,z_SUV,no,0.00,0,No,0,9,Highly Urban/ Urban
2123,0,0,0,43,0,10,125575.00,No,308112.00,Yes,z_F,Bachelors,Manager,21,Private,17430.00,3,Minivan,no,0.00,0,No,1,13,Highly Urban/ Urban
2124,0,0,0,44,0,9,17049.00,No,0.00,Yes,z_F,z_High School,Student,9,Private,29160.00,7,Minivan,no,1830.00,2,No,3,7,Highly Urban/ Urban
2125,0,0,0,66,0,15,74260.00,No,277449.00,Yes,z_F,Masters,Lawyer,31,Private,15530.00,6,z_SUV,no,0.00,0,No,0,11,Highly Urban/ Urban
2126,1,1290,0,37,0,12,64563.00,No,225995.00,Yes,M,Masters,Professional,24,Commercial,7960.00,3,Pickup,no,0.00,0,Yes,0,12,Highly Urban/ Urban
2127,0,0,0,46,0,12,35018.00,No,177267.00,Yes,z_F,z_High School,Home Maker,28,Private,28470.00,1,Pickup,no,0.00,0,No,3,,Highly Urban/ Urban
2128,1,3633,0,42,0,10,21670.00,No,0.00,z_No,z_F,<High School,Home Maker,27,Private,9800.00,6,z_SUV,no,5229.00,2,No,6,1,Highly Urban/ Urban
2130,1,4266,0,49,0,13,32589.00,No,169057.00,Yes,z_F,z_High School,Professional,56,Private,17380.00,6,z_SUV,no,0.00,0,No,0,4,Highly Urban/ Urban
2131,1,1875,1,38,2,0,0.00,Yes,0.00,z_No,z_F,<High School,Home Maker,60,Private,5300.00,4,Sports Car,no,0.00,0,No,0,4,Highly Urban/ Urban
2132,0,0,0,49,0,13,74109.00,No,272103.00,Yes,M,Bachelors,z_Blue Collar,21,Commercial,8910.00,13,Pickup,yes,0.00,0,No,0,9,Highly Urban/ Urban
2133,1,4739,0,27,1,9,8408.00,Yes,54880.00,z_No,M,<High School,Clerical,45,Private,19900.00,4,Van,no,0.00,0,No,3,6,Highly Urban/ Urban
2136,0,0,0,45,0,5,89531.00,No,0.00,z_No,z_F,Bachelors,z_Blue Collar,26,Commercial,30300.00,4,Pickup,no,4441.00,1,No,6,8,Highly Urban/ Urban
2137,1,20509.48481,0,59,1,11,65456.00,Yes,0.00,z_No,M,Bachelors,Professional,35,Private,17890.00,1,Van,no,0.00,0,No,0,7,Highly Urban/ Urban
2138,0,0,0,38,0,,20299.00,No,99501.00,Yes,z_F,<High School,Clerical,18,Private,28850.00,9,Sports Car,no,0.00,0,No,0,1,Highly Urban/ Urban
2139,0,0,0,44,2,13,10627.00,No,0.00,Yes,M,z_High School,Student,17,Commercial,6960.00,1,Pickup,no,0.00,0,No,0,10,z_Highly Rural/ Rural
2140,0,0,0,49,0,5,174804.00,No,474948.00,z_No,M,z_High School,z_Blue Collar,59,Commercial,18980.00,11,Van,no,2207.00,3,No,5,1,Highly Urban/ Urban
2141,0,0,1,40,3,17,27204.00,No,170218.00,Yes,M,z_High School,Clerical,66,Private,10700.00,10,Minivan,no,0.00,0,No,1,1,z_Highly Rural/ Rural
2142,0,0,0,46,0,12,82398.00,No,0.00,z_No,M,Bachelors,Professional,44,Private,20510.00,4,Minivan,yes,34195.00,2,Yes,0,4,Highly Urban/ Urban
2143,0,0,1,39,2,0,0.00,Yes,81473.00,z_No,z_F,z_High School,Home Maker,20,Private,6670.00,6,z_SUV,no,10102.00,1,Yes,5,10,Highly Urban/ Urban
2144,0,0,0,50,0,10,114135.00,No,301977.00,Yes,z_F,Masters,Lawyer,56,Private,25790.00,1,Pickup,no,4733.00,3,No,2,14,Highly Urban/ Urban
2145,1,2786,0,46,0,11,71667.00,No,0.00,z_No,z_F,Bachelors,Professional,53,Private,15340.00,1,z_SUV,no,0.00,0,No,0,12,Highly Urban/ Urban
2146,0,0,2,40,3,14,,No,168365.00,Yes,z_F,Bachelors,Professional,33,Private,24160.00,6,Minivan,no,0.00,0,No,0,15,z_Highly Rural/ Rural
2147,1,312.6414873,1,37,4,16,74246.00,No,237469.00,Yes,z_F,Bachelors,z_Blue Collar,40,Commercial,11940.00,10,Minivan,no,5326.00,2,No,2,14,Highly Urban/ Urban
2151,0,0,0,41,2,,178019.00,No,471354.00,Yes,M,Bachelors,z_Blue Collar,28,Commercial,26740.00,17,Panel Truck,yes,0.00,0,No,0,8,Highly Urban/ Urban
2152,0,0,0,26,1,,21276.00,No,0.00,Yes,z_F,Bachelors,Student,17,Private,13420.00,1,Minivan,no,0.00,0,No,0,4,Highly Urban/ Urban
2153,0,0,0,43,0,14,29922.00,No,0.00,z_No,M,z_High School,Clerical,40,Private,12140.00,4,Pickup,yes,0.00,0,No,1,1,Highly Urban/ Urban
2154,1,4975,0,34,3,14,113195.00,Yes,296393.00,z_No,z_F,PhD,Lawyer,57,Private,4900.00,10,Sports Car,no,0.00,0,No,0,16,Highly Urban/ Urban
2155,0,0,0,42,0,10,47836.00,No,175242.00,Yes,z_F,Bachelors,Manager,34,Private,6280.00,1,z_SUV,no,8273.00,3,No,3,9,Highly Urban/ Urban
2156,1,9540,0,54,0,14,80227.00,No,247045.00,Yes,z_F,Masters,Professional,23,Private,14920.00,1,z_SUV,no,0.00,0,No,2,11,Highly Urban/ Urban
2157,0,0,0,46,0,7,76216.00,No,0.00,z_No,z_F,Masters,Home Maker,56,Commercial,29700.00,20,Pickup,no,35098.00,1,No,1,19,Highly Urban/ Urban
2158,1,1957,2,44,3,0,,No,132038.00,Yes,z_F,z_High School,Home Maker,39,Private,5900.00,6,z_SUV,no,0.00,0,Yes,3,1,Highly Urban/ Urban
2159,0,0,0,51,0,,27030.00,No,148356.00,Yes,M,z_High School,Clerical,30,Private,16570.00,6,Van,yes,43297.00,1,No,1,1,Highly Urban/ Urban
2160,0,0,1,58,1,15,,No,155156.00,Yes,z_F,PhD,Home Maker,32,Commercial,26790.00,4,Pickup,no,0.00,0,No,0,18,z_Highly Rural/ Rural
2161,0,0,0,56,0,15,160200.00,No,403584.00,Yes,M,Masters,Professional,38,Private,11420.00,1,Minivan,yes,0.00,0,No,1,11,z_Highly Rural/ Rural
2162,1,3261,0,40,0,11,53899.00,No,,Yes,z_F,z_High School,z_Blue Collar,16,Commercial,14080.00,7,z_SUV,no,0.00,0,Yes,1,1,Highly Urban/ Urban
2163,0,0,0,54,0,15,88233.00,No,260694.00,Yes,M,Masters,Lawyer,27,Private,20610.00,6,Van,yes,0.00,0,Yes,0,15,Highly Urban/ Urban
2164,1,2855,0,38,0,10,26006.00,No,0.00,z_No,M,z_High School,Clerical,42,Commercial,5300.00,1,Pickup,no,8342.00,1,No,0,8,Highly Urban/ Urban
2167,1,7088.358289,0,33,2,,30863.00,Yes,97212.00,z_No,M,<High School,z_Blue Collar,39,Commercial,4900.00,10,Pickup,yes,0.00,0,No,1,6,z_Highly Rural/ Rural
2169,0,0,0,52,0,12,69741.00,No,,Yes,z_F,Masters,Lawyer,21,Private,28700.00,7,Minivan,no,0.00,0,No,0,10,Highly Urban/ Urban
2173,0,0,0,57,1,15,119961.00,No,374650.00,Yes,M,Bachelors,z_Blue Collar,25,Commercial,17120.00,4,Pickup,no,0.00,0,No,0,13,Highly Urban/ Urban
2174,0,0,0,33,4,18,113498.00,No,305456.00,Yes,z_F,Bachelors,z_Blue Collar,28,Commercial,16150.00,1,z_SUV,no,6974.00,3,No,5,5,Highly Urban/ Urban
2175,0,0,0,60,2,16,112980.00,Yes,0.00,z_No,M,Bachelors,z_Blue Collar,14,Commercial,27780.00,6,Minivan,yes,0.00,0,No,1,1,Highly Urban/ Urban
2177,0,0,0,47,0,14,71660.00,No,222417.00,Yes,z_F,Masters,Manager,22,Private,13610.00,1,Minivan,no,0.00,0,No,0,18,Highly Urban/ Urban
2178,0,0,0,52,0,12,125625.00,No,313727.00,Yes,z_F,Bachelors,Manager,15,Private,20120.00,1,Minivan,no,0.00,0,No,4,10,Highly Urban/ Urban
2179,0,0,0,36,0,11,,No,0.00,z_No,M,z_High School,z_Blue Collar,48,Commercial,18700.00,3,Van,yes,0.00,0,No,3,6,Highly Urban/ Urban
2180,0,0,0,46,0,7,43197.00,No,0.00,z_No,M,z_High School,Manager,36,Private,14620.00,11,Minivan,no,0.00,0,No,0,7,Highly Urban/ Urban
2181,0,0,0,43,0,11,26036.00,No,140262.00,z_No,z_F,z_High School,Clerical,52,Private,8400.00,10,z_SUV,no,0.00,0,No,1,1,z_Highly Rural/ Rural
2183,1,3369,1,44,1,9,20638.00,Yes,0.00,z_No,z_F,<High School,Clerical,19,Private,3560.00,6,z_SUV,no,0.00,0,No,0,7,Highly Urban/ Urban
2184,0,0,0,60,0,9,38504.00,No,0.00,z_No,z_F,Bachelors,Professional,49,Private,8690.00,9,z_SUV,no,0.00,0,No,3,9,Highly Urban/ Urban
2185,0,0,0,54,0,15,52027.00,No,217277.00,Yes,M,<High School,z_Blue Collar,31,Commercial,6900.00,7,Pickup,no,0.00,0,No,0,4,z_Highly Rural/ Rural
2186,1,5816.450151,0,39,2,7,9968.00,Yes,0.00,z_No,z_F,Bachelors,Student,44,Private,5500.00,4,z_SUV,no,0.00,0,No,4,10,z_Highly Rural/ Rural
2187,0,0,0,46,0,11,35214.00,No,139244.00,Yes,M,Bachelors,Clerical,35,Private,12230.00,7,Pickup,yes,0.00,0,No,0,9,z_Highly Rural/ Rural
2188,0,0,0,48,0,9,88552.00,No,0.00,z_No,M,Bachelors,Manager,16,Private,15160.00,1,Minivan,no,0.00,0,No,1,10,Highly Urban/ Urban
2190,0,0,1,40,1,9,,No,165032.00,Yes,M,z_High School,Clerical,11,Private,9060.00,7,Pickup,yes,36486.00,2,Yes,6,1,Highly Urban/ Urban
2192,0,0,1,45,2,0,0.00,Yes,0.00,z_No,M,Bachelors,Student,66,Commercial,24070.00,10,Panel Truck,no,0.00,0,No,1,,z_Highly Rural/ Rural
2193,0,0,0,50,0,,29139.00,No,176944.00,Yes,M,Bachelors,Clerical,25,Private,9410.00,12,Pickup,yes,0.00,0,No,0,1,z_Highly Rural/ Rural
2194,0,0,0,46,0,15,181918.00,No,411687.00,Yes,z_F,PhD,Doctor,42,Private,28030.00,4,Minivan,no,0.00,0,No,0,16,Highly Urban/ Urban
2195,0,0,0,29,2,12,59254.00,No,,Yes,M,Bachelors,Professional,50,Commercial,10130.00,1,Pickup,no,6399.00,1,No,5,4,Highly Urban/ Urban
2196,0,0,0,46,0,5,75983.00,No,252802.00,Yes,M,Masters,,21,Commercial,17510.00,6,Van,no,30343.00,1,Yes,5,14,Highly Urban/ Urban
2198,0,0,0,42,2,11,75856.00,Yes,273638.00,z_No,M,Bachelors,z_Blue Collar,44,Commercial,14900.00,4,Minivan,yes,0.00,0,No,0,13,z_Highly Rural/ Rural
2199,0,0,0,46,0,8,56388.00,No,204486.00,Yes,M,z_High School,z_Blue Collar,35,Private,7140.00,6,Minivan,no,0.00,0,No,0,1,Highly Urban/ Urban
2200,0,0,0,34,3,12,27908.00,No,136439.00,Yes,M,<High School,Clerical,32,Private,1500.00,1,Minivan,yes,0.00,0,No,1,6,Highly Urban/ Urban
2201,0,0,0,58,0,14,36927.00,No,0.00,z_No,M,z_High School,Clerical,29,Commercial,30410.00,7,Panel Truck,yes,0.00,0,No,0,8,z_Highly Rural/ Rural
2205,0,0,0,38,3,5,30592.00,No,160256.00,Yes,z_F,z_High School,z_Blue Collar,26,Commercial,14660.00,10,Minivan,no,0.00,0,No,0,1,Highly Urban/ Urban
2207,0,0,0,44,0,13,23276.00,No,109877.00,Yes,z_F,z_High School,Clerical,18,Commercial,16000.00,6,Pickup,no,0.00,0,No,1,1,z_Highly Rural/ Rural
2208,0,0,0,49,0,12,64446.00,No,235164.00,Yes,M,Bachelors,Professional,19,Private,14690.00,1,Minivan,yes,0.00,0,No,1,,z_Highly Rural/ Rural
2209,1,3044,1,42,1,11,4480.00,Yes,0.00,z_No,z_F,z_High School,Home Maker,50,Private,1950.00,1,z_SUV,no,30089.00,1,Yes,4,1,Highly Urban/ Urban
2210,0,0,0,39,1,0,0.00,No,0.00,Yes,z_F,<High School,Student,32,Private,9030.00,7,z_SUV,no,0.00,0,Yes,1,1,z_Highly Rural/ Rural
2211,0,0,0,46,0,14,31834.00,No,0.00,z_No,z_F,<High School,Clerical,68,Private,28190.00,6,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
2212,0,0,0,50,0,13,26137.00,No,121970.00,Yes,z_F,z_High School,Clerical,31,Commercial,23980.00,4,Pickup,no,0.00,0,No,2,10,z_Highly Rural/ Rural
2213,0,0,0,32,1,0,0.00,No,0.00,Yes,z_F,z_High School,Student,44,Private,9830.00,9,z_SUV,no,7644.00,2,No,7,9,Highly Urban/ Urban
2214,0,0,0,43,0,0,0.00,No,0.00,Yes,M,<High School,Student,25,Private,11750.00,6,Minivan,yes,4520.00,1,No,0,1,Highly Urban/ Urban
2215,0,0,0,48,0,12,92972.00,No,0.00,z_No,z_F,Bachelors,Manager,26,Private,28830.00,4,z_SUV,no,0.00,0,No,0,5,Highly Urban/ Urban
2216,1,4147,0,54,0,13,33791.00,No,171275.00,Yes,M,<High School,Clerical,63,Private,9730.00,1,Pickup,yes,41917.00,2,Yes,5,1,Highly Urban/ Urban
2217,0,0,0,49,0,7,87961.00,No,275723.00,Yes,z_F,PhD,Lawyer,30,Private,20150.00,13,z_SUV,no,0.00,0,No,4,10,Highly Urban/ Urban
2220,0,0,0,46,0,0,0.00,No,0.00,Yes,M,z_High School,Student,15,Commercial,32280.00,4,Panel Truck,yes,0.00,0,No,2,,z_Highly Rural/ Rural
2222,1,6123,0,41,0,,16108.00,No,0.00,z_No,z_F,Bachelors,Student,34,Commercial,25010.00,6,z_SUV,no,39315.00,1,Yes,0,9,Highly Urban/ Urban
2223,0,0,0,50,0,14,15989.00,No,117038.00,Yes,M,<High School,Clerical,22,Private,20000.00,14,Van,no,0.00,0,Yes,0,5,Highly Urban/ Urban
2224,1,3925,0,43,0,12,77104.00,No,0.00,z_No,z_F,Masters,Manager,33,Private,27330.00,6,Sports Car,no,0.00,0,No,0,14,Highly Urban/ Urban
2225,0,0,0,44,0,12,100046.00,No,238931.00,Yes,z_F,<High School,z_Blue Collar,38,Commercial,24300.00,1,Pickup,no,0.00,0,No,1,6,z_Highly Rural/ Rural
2227,0,0,0,51,0,12,113158.00,No,333903.00,Yes,M,Masters,,18,Commercial,30690.00,1,Panel Truck,no,3601.00,4,No,4,15,Highly Urban/ Urban
2229,1,4373,0,57,0,12,100769.00,No,0.00,z_No,z_F,Bachelors,Professional,31,Private,11580.00,6,z_SUV,no,6712.00,1,No,4,12,Highly Urban/ Urban
2230,0,0,0,49,0,10,122192.00,No,337259.00,z_No,M,Masters,,32,Commercial,33960.00,1,Panel Truck,no,0.00,0,No,0,,Highly Urban/ Urban
2231,0,0,0,42,0,12,15307.00,No,123562.00,Yes,M,z_High School,Clerical,53,Private,10880.00,1,Pickup,yes,0.00,0,No,2,8,z_Highly Rural/ Rural
2233,0,0,0,50,0,6,50621.00,No,199108.00,Yes,z_F,z_High School,Professional,32,Private,15860.00,10,z_SUV,no,0.00,0,No,3,,Highly Urban/ Urban
2234,1,706,0,39,1,13,77889.00,No,217053.00,Yes,z_F,Bachelors,z_Blue Collar,44,Commercial,9290.00,6,z_SUV,no,0.00,0,No,0,10,Highly Urban/ Urban
2235,0,0,0,53,0,7,55869.00,No,0.00,z_No,M,Masters,Lawyer,10,Private,22920.00,1,Minivan,no,0.00,0,No,0,13,Highly Urban/ Urban
2237,1,16798.0626,0,42,0,12,31093.00,No,159141.00,Yes,z_F,<High School,Clerical,9,Private,13550.00,10,Sports Car,no,5029.00,3,No,2,5,Highly Urban/ Urban
2238,0,0,0,47,0,6,64549.00,No,222737.00,z_No,M,Bachelors,Manager,51,Private,14780.00,6,Minivan,no,3457.00,1,No,3,10,Highly Urban/ Urban
2239,0,0,0,63,0,13,65962.00,No,244144.00,Yes,z_F,Masters,Manager,12,Private,14400.00,8,Sports Car,no,3694.00,2,No,0,12,Highly Urban/ Urban
2240,0,0,1,45,1,10,19802.00,Yes,,z_No,M,<High School,Clerical,42,Private,3480.00,1,Minivan,no,0.00,0,No,1,1,z_Highly Rural/ Rural
2242,1,5641,4,45,5,0,0.00,Yes,0.00,z_No,z_F,<High School,Student,38,Private,7920.00,6,Sports Car,no,5288.00,2,No,3,,z_Highly Rural/ Rural
2243,0,0,0,48,0,10,90174.00,No,0.00,z_No,M,Masters,,52,Commercial,28090.00,3,Panel Truck,yes,4436.00,2,No,3,16,Highly Urban/ Urban
2244,0,0,0,46,0,9,98346.00,No,296257.00,Yes,M,Masters,Lawyer,16,Private,17980.00,4,Van,no,0.00,0,No,1,27,Highly Urban/ Urban
2246,1,1338,0,41,0,13,39645.00,No,150503.00,Yes,z_F,z_High School,Clerical,48,Private,20800.00,14,Sports Car,no,0.00,0,No,0,5,Highly Urban/ Urban
2247,0,0,0,46,0,12,78804.00,No,270734.00,Yes,z_F,z_High School,z_Blue Collar,54,Commercial,9380.00,12,Sports Car,no,7428.00,3,No,0,1,Highly Urban/ Urban
2248,0,0,0,49,0,8,57775.00,No,176758.00,Yes,z_F,z_High School,Manager,35,Private,15680.00,7,Minivan,no,0.00,0,No,0,10,Highly Urban/ Urban
2249,0,0,0,51,0,14,117742.00,No,305361.00,Yes,M,Masters,Lawyer,23,Private,1500.00,10,Minivan,yes,0.00,0,No,0,16,Highly Urban/ Urban
2250,0,0,0,47,0,10,161627.00,No,408755.00,z_No,z_F,PhD,Doctor,23,Private,11240.00,1,z_SUV,no,0.00,0,No,1,21,Highly Urban/ Urban
2252,0,0,0,35,2,9,103802.00,No,319590.00,Yes,z_F,PhD,Manager,30,Private,34270.00,6,Pickup,no,0.00,0,No,0,17,Highly Urban/ Urban
2253,0,0,0,34,4,14,34135.00,Yes,0.00,z_No,z_F,z_High School,Manager,40,Private,21670.00,1,z_SUV,no,0.00,0,No,0,1,Highly Urban/ Urban
2254,0,0,0,45,0,11,67095.00,No,259295.00,z_No,M,z_High School,z_Blue Collar,56,Commercial,19420.00,1,Van,no,0.00,0,No,0,8,z_Highly Rural/ Rural
2257,1,2907.273642,1,60,2,15,151225.00,No,416062.00,Yes,z_F,PhD,Doctor,46,Private,10560.00,6,Sports Car,no,0.00,0,No,3,13,Highly Urban/ Urban
2258,0,0,0,48,0,14,115126.00,No,271839.00,Yes,z_F,Masters,Lawyer,38,Private,30600.00,7,z_SUV,no,0.00,0,Yes,0,19,Highly Urban/ Urban
2260,1,2934,0,35,3,12,20986.00,Yes,0.00,z_No,z_F,z_High School,z_Blue Collar,37,Commercial,7100.00,11,Minivan,no,0.00,0,No,2,,Highly Urban/ Urban
2261,0,0,0,52,0,9,138004.00,No,343853.00,z_No,z_F,PhD,Manager,10,Private,19630.00,10,Pickup,no,0.00,0,No,0,10,Highly Urban/ Urban
2262,0,0,0,45,1,12,38639.00,No,151007.00,Yes,z_F,z_High School,Clerical,98,Private,9500.00,1,Minivan,yes,0.00,0,No,0,9,z_Highly Rural/ Rural
2265,0,0,0,33,1,14,52682.00,Yes,185164.00,z_No,z_F,Bachelors,Professional,23,Private,10070.00,4,Minivan,no,4676.00,1,No,4,,Highly Urban/ Urban
2266,0,0,0,49,0,13,17804.00,No,130333.00,Yes,M,<High School,Clerical,20,Commercial,33990.00,4,Panel Truck,no,0.00,0,No,0,6,z_Highly Rural/ Rural
2268,0,0,0,56,0,9,178807.00,No,451332.00,Yes,z_F,Bachelors,Professional,53,Private,33140.00,1,Van,no,2925.00,2,No,0,5,Highly Urban/ Urban
2269,0,0,0,50,0,9,76515.00,No,,Yes,z_F,Masters,Lawyer,25,Private,31330.00,15,Minivan,no,0.00,0,No,0,16,Highly Urban/ Urban
2270,0,0,0,53,0,12,168489.00,No,422061.00,Yes,M,PhD,,32,Commercial,29020.00,4,Panel Truck,no,0.00,0,No,0,9,Highly Urban/ Urban
2271,0,0,0,34,1,10,6362.00,Yes,0.00,z_No,z_F,<High School,Clerical,36,Private,18830.00,1,z_SUV,no,0.00,0,No,1,1,z_Highly Rural/ Rural
2272,0,0,0,41,2,0,0.00,Yes,,z_No,z_F,<High School,Student,50,Private,6200.00,13,Sports Car,no,0.00,0,No,0,5,z_Highly Rural/ Rural
2274,0,0,0,52,0,14,174389.00,No,447758.00,Yes,M,PhD,,28,Commercial,26740.00,7,Panel Truck,yes,3432.00,3,No,0,15,Highly Urban/ Urban
2275,0,0,0,36,1,12,19217.00,No,120635.00,Yes,z_F,<High School,Clerical,25,Private,8220.00,1,Sports Car,no,7194.00,2,No,5,3,z_Highly Rural/ Rural
2276,1,2166,0,60,2,15,3005.00,Yes,125809.00,z_No,z_F,z_High School,Home Maker,5,Private,11640.00,17,z_SUV,no,0.00,0,Yes,0,1,Highly Urban/ Urban
2278,0,0,0,60,0,12,19796.00,No,153061.00,z_No,z_F,Bachelors,Clerical,19,Private,21560.00,13,Pickup,no,3437.00,2,No,5,1,Highly Urban/ Urban
2279,1,707,0,30,1,0,0.00,Yes,0.00,z_No,M,Bachelors,Student,46,Commercial,4500.00,4,Pickup,no,0.00,0,Yes,1,5,Highly Urban/ Urban
2280,0,0,0,43,0,12,80746.00,No,0.00,z_No,M,Bachelors,Manager,11,Private,16760.00,8,Minivan,yes,0.00,0,No,1,1,Highly Urban/ Urban
2281,1,774.3077738,0,50,0,13,68194.00,No,0.00,z_No,z_F,Bachelors,z_Blue Collar,69,Commercial,13920.00,4,z_SUV,no,3800.00,2,No,2,10,Highly Urban/ Urban
2282,1,6332,1,37,3,13,91450.00,No,284853.00,Yes,M,Bachelors,Professional,47,Private,10650.00,1,Pickup,yes,27439.00,2,Yes,3,1,Highly Urban/ Urban
2283,0,0,0,61,0,10,145194.00,No,390342.00,z_No,M,Bachelors,Manager,12,Private,10960.00,13,Sports Car,no,0.00,0,No,3,9,Highly Urban/ Urban
2284,0,0,1,43,3,18,,No,0.00,Yes,z_F,Bachelors,Student,16,Commercial,10900.00,13,z_SUV,no,0.00,0,Yes,2,9,Highly Urban/ Urban
2285,0,0,0,33,1,3,16502.00,Yes,0.00,z_No,z_F,<High School,Clerical,31,Private,1500.00,6,z_SUV,no,24512.00,2,No,2,7,z_Highly Rural/ Rural
2286,1,3554,0,52,0,11,56582.00,No,0.00,z_No,z_F,<High School,Clerical,47,Private,21460.00,13,z_SUV,no,1606.00,2,No,1,6,Highly Urban/ Urban
2288,0,0,0,41,1,11,36445.00,No,190650.00,Yes,M,z_High School,Clerical,23,Private,9200.00,6,Minivan,yes,8518.00,3,No,1,1,Highly Urban/ Urban
2290,1,3388,1,41,1,11,63989.00,No,212477.00,Yes,z_F,Bachelors,Manager,41,Private,5600.00,1,z_SUV,no,37404.00,2,No,0,11,Highly Urban/ Urban
2292,0,0,0,24,0,8,57504.00,No,147969.00,Yes,M,Bachelors,Professional,22,Private,17720.00,4,Van,yes,0.00,0,Yes,1,8,Highly Urban/ Urban
2293,0,0,0,40,1,10,13719.00,Yes,0.00,z_No,z_F,<High School,Clerical,32,Private,21320.00,10,z_SUV,no,0.00,0,No,1,7,z_Highly Rural/ Rural
2294,1,5146,2,37,2,13,141969.00,Yes,0.00,z_No,z_F,PhD,Manager,50,Private,19400.00,3,z_SUV,no,0.00,0,No,3,16,Highly Urban/ Urban
2295,0,0,0,42,0,12,14006.00,No,120836.00,Yes,z_F,z_High School,Home Maker,23,Private,7760.00,13,Minivan,no,0.00,0,No,0,8,Highly Urban/ Urban
2297,0,0,0,48,0,13,34351.00,No,0.00,z_No,z_F,z_High School,z_Blue Collar,29,Commercial,18090.00,1,Minivan,no,0.00,0,No,1,5,Highly Urban/ Urban
2298,0,0,0,39,1,0,0.00,No,0.00,Yes,z_F,Bachelors,Student,75,Private,11290.00,12,Minivan,no,0.00,0,No,2,7,Highly Urban/ Urban
2300,0,0,0,61,0,12,115440.00,No,0.00,z_No,M,Masters,Lawyer,11,Private,41250.00,4,Van,no,5650.00,2,No,3,15,Highly Urban/ Urban
